,user_id,age,location_city,location_state,location_country
264,99.0,1,222,9,3
265,6375.0,1,223,9,3
266,1671.0,1,224,24,3
267,6450.0,1,225,29,3
268,5148.0,1,226,29,3
269,7158.0,1,227,14,3
270,59809.0,1,228,40,3
271,1557.0,1,229,8,3
272,20135.0,1,230,46,11
273,2322.0,1,231,42,2
274,100.0,1,232,52,3
275,4009.0,1,233,15,3
276,4934.0,1,234,18,3
277,5760.0,1,235,42,3
278,101.0,1,236,46,11
279,8703.0,1,237,17,3
280,4010.0,1,27,9,3
281,2411.0,1,238,45,3
282,8935.0,1,239,16,3
283,102.0,1,240,7,3
284,103.0,1,140,33,3
285,484.0,1,241,24,3
286,104.0,1,242,22,3
287,59810.0,1,87,9,3
288,3173.0,1,44,18,3
289,105.0,1,243,43,3
290,106.0,1,22,17,3
291,9394.0,1,244,42,3
292,1310.0,1,245,9,3
293,107.0,1,246,52,3
294,5669.0,1,247,20,3
295,1595.0,1,248,9,3
296,11941.0,1,249,8,3
297,12649.0,1,250,9,3
298,33312.0,1,251,62,15
299,108.0,1,66,8,3
300,109.0,1,252,33,3
301,2149.0,1,162,24,3
302,110.0,1,253,14,3
303,111.0,1,254,3,2
304,112.0,1,203,39,3
305,735.0,1,255,2,0
306,113.0,1,256,63,11
307,114.0,1,257,12,3
308,14063.0,1,73,35,3
309,115.0,1,258,12,3
310,116.0,1,259,24,3
311,512.0,1,260,64,3
312,57331.0,1,238,38,3
313,17598.0,1,261,57,3
314,5247.0,1,262,38,3
315,117.0,1,263,9,3
316,8477.0,1,145,2,0
317,2282.0,1,264,9,3
318,3001.0,1,265,8,3
319,7239.0,1,266,20,3
320,3186.0,1,98,9,3
321,20668.0,1,267,12,3
322,8392.0,1,268,12,3
323,27290.0,1,269,14,3
324,39048.0,1,210,9,3
325,16920.0,1,270,34,3
326,14848.0,1,271,18,3
327,1898.0,1,272,65,3
328,31552.0,1,273,45,3
329,2032.0,1,274,44,3
330,118.0,1,37,24,3
331,16843.0,1,163,7,3
332,12299.0,1,275,9,3
333,19193.0,1,276,20,3
334,23098.0,1,277,65,3
335,57942.0,1,223,66,16
336,59811.0,1,278,43,3
337,119.0,1,279,12,3
338,925.0,1,280,17,3
339,1699.0,1,281,53,3
340,120.0,1,282,22,3
341,121.0,1,283,7,3
342,122.0,1,284,12,3
343,123.0,1,172,9,3
344,1103.0,1,285,10,3
345,6249.0,1,176,13,3
346,6300.0,1,286,57,3
347,124.0,1,128,50,3
348,2715.0,1,287,43,3
349,125.0,1,288,38,3
350,7409.0,1,289,33,3
351,126.0,1,290,67,17
352,21916.0,1,291,18,3
353,33255.0,1,292,0,0
354,127.0,1,293,9,3
355,8398.0,1,294,63,11
356,14066.0,1,295,9,3
357,20878.0,1,166,35,3
358,128.0,1,296,10,3
359,129.0,1,297,9,3
360,130.0,1,298,38,3
361,874.0,1,299,8,3
362,12108.0,1,300,68,14
363,2724.0,1,301,17,3
364,131.0,1,150,21,3
365,3733.0,1,302,18,3
366,34381.0,1,303,65,3
367,22353.0,1,304,3,2
368,132.0,1,305,10,3
369,28172.0,1,303,20,3
370,133.0,1,142,14,3
371,21025.0,1,306,12,3
372,6571.0,1,272,65,3
373,134.0,1,307,35,3
374,135.0,1,308,9,3
375,17084.0,1,309,22,3
376,136.0,1,310,24,3
377,137.0,1,223,9,3
378,1752.0,1,311,24,3
379,8787.0,1,312,29,3
380,6784.0,1,313,22,3
381,138.0,1,314,11,3
382,2455.0,1,66,8,3
383,139.0,1,315,69,11
384,140.0,1,316,24,3
385,14722.0,1,227,22,3
386,3801.0,1,317,43,3
387,18061.0,1,127,70,18
388,1322.0,1,318,9,3
389,26675.0,1,33,8,3
390,2063.0,1,319,9,3
391,36075.0,1,129,53,3
392,38487.0,1,320,42,3
393,141.0,1,321,29,3
394,1251.0,1,322,27,19
395,142.0,1,179,9,3
396,15284.0,1,323,71,20
397,143.0,1,324,37,3
398,144.0,1,5,0,0
399,10716.0,1,325,58,3
400,4582.0,1,326,20,3
401,13045.0,1,327,72,3
402,3019.0,1,328,43,3
403,145.0,1,329,29,3
404,38085.0,1,330,17,3
405,1910.0,1,331,50,3
406,1717.0,1,332,43,3
407,146.0,1,38,33,3
408,20071.0,1,333,16,3
409,3086.0,1,334,9,3
410,147.0,1,335,9,3
411,148.0,1,336,29,3
412,11683.0,1,337,13,3
413,13275.0,1,338,17,3
414,149.0,1,339,73,15
415,14935.0,1,340,9,3
416,150.0,1,341,15,3
417,151.0,1,342,9,3
418,13278.0,1,87,9,3
419,19915.0,1,343,7,3
420,5896.0,1,344,15,3
421,16102.0,1,136,16,3
422,6583.0,1,205,13,3
423,4854.0,1,46,18,3
424,152.0,1,345,72,3
425,4963.0,1,87,9,3
426,8457.0,1,346,9,3
427,1135.0,1,347,10,3
428,1567.0,1,214,19,3
429,31232.0,1,19,14,3
430,1138.0,1,283,7,3
431,153.0,1,73,35,3
432,154.0,1,348,17,3
433,6002.0,1,349,20,3
434,155.0,1,150,21,3
435,15250.0,1,350,19,21
436,156.0,1,351,9,3
437,11000.0,1,352,8,3
438,157.0,1,353,74,3
439,1140.0,1,266,20,3
440,158.0,1,272,65,3
441,2752.0,1,354,75,3
442,1533.0,1,355,17,3
443,3349.0,1,38,17,3
444,33413.0,1,356,42,3
445,3338.0,1,4,2,0
446,1604.0,1,357,9,3
447,159.0,1,358,76,3
448,2892.0,1,359,16,3
449,160.0,1,360,32,3
450,161.0,1,144,18,3
451,25500.0,1,162,24,3
452,1412.0,1,24,18,3
453,3775.0,1,361,50,3
454,21887.0,1,362,29,3
455,6051.0,1,363,53,3
456,162.0,1,364,3,2
457,3778.0,1,365,12,3
458,51853.0,1,366,77,0
459,7274.0,1,367,24,3
460,163.0,1,38,17,3
461,164.0,1,368,78,9
462,16784.0,1,369,67,17
463,166.0,1,222,9,3
464,27676.0,1,370,51,3
465,167.0,1,371,79,15
466,4410.0,1,372,58,3
467,4451.0,1,373,80,0
468,13792.0,1,374,5,0
469,8498.0,1,187,9,3
470,12563.0,1,375,10,3
471,30759.0,1,376,12,3
472,168.0,1,377,81,8
473,169.0,1,378,82,0
474,20900.0,1,379,0,0
475,1614.0,1,263,9,3
476,170.0,1,178,24,3
477,171.0,1,380,12,3
478,172.0,1,381,10,3
479,173.0,1,377,81,8
480,174.0,1,382,12,3
481,7559.0,1,383,83,0
482,787.0,1,254,8,3
483,34923.0,1,384,84,15
484,59812.0,1,385,6,3
485,1951.0,1,386,35,3
486,2352.0,1,387,0,0
487,175.0,1,61,38,3
488,176.0,1,388,22,3
489,2186.0,1,389,42,3
490,177.0,1,390,10,3
491,178.0,1,391,20,3
492,2766.0,1,392,57,3
493,179.0,1,39,11,3
494,10225.0,1,122,8,3
495,180.0,1,393,6,3
496,181.0,1,266,20,3
497,7883.0,1,394,45,3
498,4259.0,1,395,27,3
499,182.0,1,164,22,3
500,2957.0,1,73,35,3
501,183.0,1,396,85,3
502,10101.0,1,397,24,3
503,1916.0,1,398,86,3
504,184.0,1,399,12,3
505,4376.0,1,400,8,3
506,40980.0,1,401,87,11
507,185.0,1,402,88,6
508,3925.0,1,403,3,2
509,30045.0,1,404,45,3
510,11517.0,1,24,18,3
511,13963.0,1,405,2,0
512,186.0,1,406,22,3
513,5717.0,1,407,2,0
514,187.0,1,3,0,0
515,188.0,1,370,51,3
516,189.0,1,266,20,3
517,190.0,1,408,9,3
518,191.0,1,409,12,3
519,36321.0,1,410,29,3
520,1659.0,1,411,8,3
521,192.0,1,202,57,3
522,11487.0,1,303,8,3
523,193.0,1,412,50,3
524,194.0,1,413,21,3
525,195.0,1,279,12,3
526,196.0,1,373,80,0
527,197.0,1,125,42,3
528,3257.0,1,414,50,3
529,2821.0,1,264,18,3
530,51598.0,1,144,18,3
531,7326.0,1,415,89,17
532,198.0,1,416,13,3
533,14206.0,1,368,78,9
534,199.0,1,417,11,3
535,200.0,1,418,60,3
536,201.0,1,419,9,3
537,2007.0,1,227,43,3
538,936.0,1,420,90,22
539,55905.0,1,11,7,3
540,3210.0,1,403,3,2
541,202.0,1,207,24,3
542,203.0,1,279,12,3
543,204.0,1,421,81,8
544,56185.0,1,422,9,3
545,1079.0,1,423,20,3
546,6290.0,1,424,24,3
547,59813.0,1,246,52,3
548,205.0,1,162,24,3
549,206.0,1,425,50,3
550,6293.0,1,370,51,3
551,12652.0,1,31,22,3
552,207.0,1,282,22,3
553,1594.0,1,426,57,3
554,2279.0,1,427,43,3
555,1682.0,1,428,17,3
556,208.0,1,429,91,17
557,209.0,1,430,43,3
558,18104.0,1,431,92,11
559,3202.0,1,176,13,3
560,3109.0,1,44,18,3
561,210.0,1,288,38,3
562,23052.0,1,402,88,6
563,211.0,1,432,93,0
564,12839.0,1,63,15,3
565,5843.0,1,433,17,3
566,27102.0,1,434,94,7
567,212.0,1,435,43,3
568,2839.0,1,272,65,3
569,537.0,1,436,18,3
570,24095.0,1,24,18,3
571,213.0,1,163,20,3
572,41248.0,1,437,35,3
573,1208.0,1,438,9,3
574,214.0,1,270,34,3
575,5640.0,1,170,8,3
576,5792.0,1,439,17,3
577,2866.0,1,440,24,3
578,215.0,1,441,9,3
579,216.0,1,442,2,0
580,14017.0,1,443,32,3
581,10126.0,1,444,9,3
582,217.0,1,263,9,3
583,4113.0,1,445,43,3
584,4768.0,1,378,82,0
585,15611.0,1,378,82,0
586,3747.0,1,446,29,3
587,12574.0,1,447,12,3
588,1125.0,1,448,29,3
589,218.0,1,449,16,3
590,7862.0,1,450,24,3
591,1713.0,1,24,18,3
592,53847.0,1,25,19,3
593,4136.0,1,73,35,3
594,219.0,1,40,17,3
595,220.0,1,15,11,3
596,221.0,1,451,3,2
597,5945.0,1,187,9,3
598,2744.0,1,197,20,3
599,38850.0,1,342,9,3
600,222.0,1,452,8,3
601,223.0,1,311,24,3
602,13330.0,1,453,10,3
603,9615.0,1,176,13,3
604,2751.0,1,454,80,0
605,224.0,1,455,9,3
606,225.0,1,315,69,11
607,57265.0,1,275,9,3
608,226.0,1,456,42,3
609,10070.0,1,54,7,3
610,227.0,1,457,18,3
611,59609.0,1,215,9,3
612,49197.0,1,266,20,3
613,228.0,1,121,10,3
614,23244.0,1,31,22,3
615,11983.0,1,43,60,3
616,8160.0,1,24,18,3
617,27142.0,1,458,63,11
618,1402.0,1,272,65,3
619,229.0,1,459,18,3
620,230.0,1,460,9,3
621,231.0,1,461,14,3
622,4252.0,1,462,17,3
623,1159.0,1,463,17,3
624,27681.0,1,464,6,3
625,232.0,1,373,80,0
626,12064.0,1,133,95,14
627,233.0,1,465,42,3
628,234.0,1,466,8,3
629,235.0,1,22,17,3
630,236.0,1,467,10,3
631,19460.0,1,24,18,3
632,237.0,1,468,20,3
633,695.0,1,469,1,23
634,25741.0,1,470,96,24
635,238.0,1,471,97,24
636,25364.0,1,470,96,24
637,25875.0,1,472,98,24
638,42058.0,1,473,99,24
639,3827.0,1,474,100,24
640,15535.0,1,475,101,24
641,7546.0,1,476,102,24
642,3161.0,1,477,96,24
643,2095.0,1,478,96,24
644,725.0,1,474,103,24
645,14251.0,1,479,104,24
646,55862.0,1,474,105,24
647,239.0,1,470,96,24
648,7548.0,1,480,106,24
649,240.0,1,481,107,24
650,4886.0,1,482,108,24
651,28138.0,1,476,102,2
652,56836.0,1,474,100,24
653,241.0,1,474,103,24
654,18746.0,1,483,109,24
655,25165.0,1,484,110,24
656,15842.0,1,485,104,24
657,32279.0,1,486,111,24
658,18600.0,1,487,96,24
659,25880.0,1,488,112,24
660,20319.0,1,477,96,24
661,2298.0,1,471,97,24
662,22048.0,1,474,100,24
663,3159.0,1,470,96,24
664,25765.0,1,470,96,24
665,35448.0,1,474,86,24
666,242.0,1,489,113,24
667,36456.0,1,490,114,24
668,243.0,1,491,9,3
669,46784.0,1,492,8,3
670,244.0,1,493,72,3
671,245.0,1,119,0,0
672,11006.0,1,275,9,3
673,3336.0,1,494,93,0
674,3364.0,1,495,63,11
675,1270.0,1,40,17,3
676,11812.0,1,496,115,12
677,246.0,1,497,116,11
678,14997.0,1,498,117,8
679,10462.0,1,499,81,8
680,15812.0,1,500,43,3
681,15629.0,1,501,81,8
682,247.0,1,54,7,3
683,248.0,1,502,95,14
684,249.0,1,503,49,3
685,19339.0,1,504,118,11
686,11198.0,1,505,119,25
687,250.0,1,506,24,3
688,251.0,1,507,17,3
689,252.0,1,508,120,14
690,2600.0,1,509,59,3
691,26836.0,1,510,15,3
692,253.0,1,511,81,8
693,27319.0,1,512,22,3
694,27512.0,1,513,121,9
695,15740.0,1,133,95,14
696,27678.0,1,514,11,3
697,254.0,1,98,9,3
698,28695.0,1,470,96,24
699,28825.0,1,515,10,3
700,20659.0,1,516,38,3
701,28925.0,1,517,120,14
702,255.0,1,518,118,11
703,12375.0,1,519,38,3
704,29681.0,1,520,95,14
705,29974.0,1,521,35,3
706,1545.0,1,50,27,3
707,256.0,1,522,17,3
708,29383.0,1,523,122,24
709,5275.0,1,524,7,3
710,257.0,1,525,81,8
711,2331.0,1,526,123,3
712,1288.0,1,272,65,3
713,7075.0,1,527,18,3
714,2109.0,1,528,9,3
715,9282.0,1,32,23,4
716,258.0,1,133,95,14
717,59814.0,1,529,9,3
718,2110.0,1,530,124,24
719,20079.0,1,531,125,12
720,259.0,1,532,1,26
721,5953.0,1,533,24,3
722,63554.0,1,261,57,3
723,35371.0,1,534,126,10
724,28403.0,1,88,127,8
725,22107.0,1,535,128,8
726,260.0,1,536,127,8
727,21433.0,1,537,129,11
728,4649.0,1,538,57,3
729,2333.0,1,140,33,3
730,261.0,1,205,13,3
731,21537.0,1,539,130,8
732,262.0,1,532,1,26
733,15253.0,1,540,23,4
734,31787.0,1,541,131,27
735,1860.0,1,542,35,3
736,2223.0,1,543,94,7
737,2178.0,1,325,0,0
738,36997.0,1,40,17,3
739,18401.0,1,544,87,11
740,17886.0,1,545,12,3
741,263.0,1,546,132,28
742,11053.0,1,547,21,3
743,8049.0,1,548,78,9
744,264.0,1,264,11,3
745,41154.0,1,549,133,24
746,59815.0,1,550,19,3
747,265.0,1,551,134,29
748,10735.0,1,552,1,30
749,41251.0,1,553,135,17
750,21013.0,1,315,69,11
751,59816.0,1,554,55,13
752,14461.0,1,474,105,24
753,14898.0,1,555,136,0
754,266.0,1,290,137,17
755,12578.0,1,552,138,30
756,5660.0,1,556,9,3
757,64000.0,1,557,52,3
758,11540.0,1,558,2,0
759,5457.0,1,559,139,24
760,60166.0,1,560,57,3
761,23086.0,1,370,51,3
762,11122.0,1,561,140,31
763,19842.0,1,562,116,11
764,7938.0,1,563,17,3
765,6315.0,1,564,111,24
766,267.0,1,565,50,3
767,32163.0,1,566,23,4
768,15315.0,1,508,120,14
769,37408.0,1,567,81,8
770,8759.0,1,568,9,3
771,42948.0,1,569,141,14
772,15570.0,1,41,25,5
773,268.0,1,55,50,3
774,17329.0,1,570,142,14
775,5912.0,1,571,143,4
776,2228.0,1,246,52,3
777,9172.0,1,508,120,14
778,9303.0,1,362,29,3
779,3163.0,1,572,12,3
780,23778.0,1,573,144,32
781,34814.0,1,398,86,3
782,43843.0,1,574,50,3
783,1943.0,1,575,23,4
784,43912.0,1,576,129,11
785,43959.0,1,577,11,3
786,33809.0,1,578,58,3
787,269.0,1,579,145,22
788,2869.0,1,580,50,3
789,12503.0,1,581,81,8
790,1336.0,1,582,38,3
791,8891.0,1,142,14,3
792,10366.0,1,583,14,3
793,270.0,1,496,115,12
794,44078.0,1,584,17,3
795,15707.0,1,585,43,3
796,271.0,1,362,29,3
797,6399.0,1,101,33,3
798,12202.0,1,198,32,3
799,13696.0,1,36,9,3
800,44793.0,1,586,146,8
801,2253.0,1,587,2,0
802,3183.0,1,588,50,3
803,1007.0,1,344,15,3
804,1455.0,1,223,9,3
805,10885.0,1,589,15,3
806,8560.0,1,291,18,3
807,272.0,1,590,147,14
808,44938.0,1,83,41,10
809,22683.0,1,591,148,8
810,10116.0,1,283,7,3
811,29809.0,1,592,149,9
812,5955.0,1,137,9,3
813,25178.0,1,593,150,15
814,31090.0,1,594,116,11
815,35068.0,1,595,151,15
816,273.0,1,36,9,3
817,274.0,1,596,95,14
818,65212.0,1,597,65,3
819,6237.0,1,598,9,3
820,4411.0,1,599,3,2
821,1009.0,1,377,81,8
822,275.0,1,600,38,3
823,1010.0,1,601,20,3
824,276.0,1,370,45,3
825,59817.0,1,602,152,9
826,1456.0,1,603,13,3
827,2116.0,1,604,16,3
828,45781.0,1,605,142,14
829,3291.0,1,606,153,8
830,277.0,1,498,42,3
831,36148.0,1,607,81,8
832,41717.0,1,608,60,3
833,65340.0,1,609,61,14
834,24200.0,1,610,154,3
835,278.0,1,611,155,11
836,65343.0,1,612,57,3
837,279.0,1,44,2,0
838,16819.0,1,613,156,15
839,16471.0,1,582,38,3
840,41902.0,1,614,9,3
841,5745.0,1,615,83,0
842,280.0,1,54,7,3
843,281.0,1,616,120,14
844,2930.0,1,617,157,13
845,282.0,1,432,93,0
846,7054.0,1,582,38,3
847,7477.0,1,618,14,3
848,31833.0,1,619,81,8
849,46332.0,1,590,147,14
850,9409.0,1,36,3,3
851,15814.0,1,275,9,3
852,14451.0,1,620,17,3
853,5092.0,1,621,11,3
854,2254.0,1,622,4,0
855,283.0,1,623,9,3
856,18750.0,1,624,57,3
857,9143.0,1,625,81,8
858,284.0,1,626,15,3
859,46619.0,1,44,18,3
860,46630.0,1,627,72,3
861,34258.0,1,478,104,24
862,17248.0,1,628,158,11
863,40206.0,1,402,88,6
864,285.0,1,629,159,24
865,286.0,1,630,0,0
866,287.0,1,194,16,3
867,1274.0,1,631,3,3
868,288.0,1,133,95,14
869,289.0,1,266,3,2
870,939.0,1,632,45,3
871,31244.0,1,526,160,3
872,9111.0,1,370,7,3
873,3278.0,1,633,24,3
874,3480.0,1,634,58,3
875,7374.0,1,41,25,5
876,46980.0,1,635,161,8
877,47001.0,1,72,16,3
878,15655.0,1,591,148,8
879,21014.0,1,636,47,11
880,7350.0,1,8,4,0
881,7650.0,1,542,29,3
882,290.0,1,637,39,3
883,34315.0,1,638,0,0
884,65611.0,1,639,0,0
885,2614.0,1,640,29,3
886,291.0,1,641,7,3
887,5371.0,1,642,17,3
888,4493.0,1,52,28,6
889,39207.0,1,380,12,3
890,18379.0,1,470,162,24
891,7502.0,1,643,163,3
892,3199.0,1,644,164,15
893,7078.0,1,645,6,3
894,11214.0,1,646,68,14
895,292.0,1,647,20,3
896,64332.0,1,648,91,17
897,29936.0,1,605,142,14
898,59818.0,1,649,61,14
899,2617.0,1,650,16,3
900,3856.0,1,651,165,33
901,293.0,1,44,2,0
902,294.0,1,652,81,8
903,42447.0,1,653,13,3
904,35086.0,1,654,166,15
905,295.0,1,655,120,14
906,6859.0,1,300,68,14
907,296.0,1,656,81,8
908,3556.0,1,119,0,0
909,38950.0,1,657,158,11
910,61120.0,1,658,27,3
911,297.0,1,659,1,34
912,38282.0,1,373,80,0
913,19984.0,1,660,9,3
914,298.0,1,661,167,12
915,22412.0,1,662,9,3
916,1020.0,1,540,23,4
917,299.0,1,663,9,3
918,300.0,1,664,168,0
919,301.0,1,665,169,35
920,65814.0,1,666,0,0
921,302.0,1,650,16,3
922,303.0,1,667,58,3
923,304.0,1,366,77,0
924,305.0,1,560,57,3
925,1952.0,1,41,25,5
926,48698.0,1,472,170,24
927,306.0,1,170,8,3
928,15540.0,1,668,171,8
929,307.0,1,669,32,3
930,3861.0,1,434,94,7
931,1023.0,1,142,14,3
932,308.0,1,373,80,0
933,6321.0,1,375,10,3
934,5747.0,1,670,9,3
935,309.0,1,671,9,3
936,48848.0,1,672,172,24
937,31793.0,1,673,9,3
938,2255.0,1,470,96,24
939,65044.0,1,674,1,10
940,1024.0,1,675,173,31
941,1459.0,1,454,80,0
942,1460.0,1,38,17,3
943,15321.0,1,434,94,7
944,2513.0,1,676,43,3
945,15815.0,1,677,116,11
946,39258.0,1,133,95,14
947,1155.0,1,162,24,3
948,23166.0,1,678,174,6
949,7432.0,1,679,65,3
950,310.0,1,680,14,3
951,30059.0,1,36,9,3
